pom,season,pom_s1count,pom_s3count
Shreyas Gopal,2010,0.0,0.0
Shreyas Gopal,2011,0.0,0.0
Shreyas Gopal,2012,0.0,0.0
Shreyas Gopal,2013,0.0,0.0
Shreyas Gopal,2014,0.0,0.0
Shreyas Gopal,2015,0.0,0.0
Shreyas Gopal,2016,0.0,0.0
Shreyas Gopal,2017,0.0,0.0
Shreyas Gopal,2018,1.0,1.0
Shreyas Gopal,2019,1.0,2.0
Shreyas Gopal,2020,0.0,2.0
Shreyas Gopal,2021,0.0,1.0
Shreyas Gopal,2022,0.0,0.0
Shreyas Gopal,2023,0.0,0.0
Shreyas Gopal,2024,0.0,0.0
Shreyas Iyer,2008,0.0,0.0
Shreyas Iyer,2009,0.0,0.0
Shreyas Iyer,2010,0.0,0.0
Shreyas Iyer,2011,0.0,0.0
Shreyas Iyer,2012,0.0,0.0
Shreyas Iyer,2013,0.0,0.0
Shreyas Iyer,2014,0.0,0.0
Shreyas Iyer,2015,1.0,1.0
Shreyas Iyer,2016,0.0,1.0
Shreyas Iyer,2017,1.0,2.0
Shreyas Iyer,2018,1.0,2.0
Shreyas Iyer,2019,1.0,3.0
Shreyas Iyer,2020,1.0,3.0
Shreyas Iyer,2021,1.0,3.0
Shreyas Iyer,2022,0.0,2.0
Shreyas Iyer,2023,0.0,1.0
Shreyas Iyer,2024,0.0,0.0
Shrikant Wagh,2008,0.0,0.0
Shrikant Wagh,2009,0.0,0.0
Shrikant Wagh,2010,0.0,0.0
Shrikant Wagh,2011,1.0,1.0
Shrikant Wagh,2012,0.0,1.0
Shrikant Wagh,2013,0.0,1.0
Shrikant Wagh,2014,0.0,0.0
Shrikant Wagh,2015,0.0,0.0
Shrikant Wagh,2016,0.0,0.0
Shrikant Wagh,2017,0.0,0.0
Shrikant Wagh,2018,0.0,0.0
Shrikant Wagh,2019,0.0,0.0
Shrikant Wagh,2020,0.0,0.0
Shrikant Wagh,2021,0.0,0.0
Shrikant Wagh,2022,0.0,0.0
Shrikant Wagh,2023,0.0,0.0
Shrikant Wagh,2024,0.0,0.0
Shubman Gill,2008,0.0,0.0
Shubman Gill,2009,0.0,0.0
Shubman Gill,2010,0.0,0.0
Shubman Gill,2011,0.0,0.0
Shubman Gill,2012,0.0,0.0
Shubman Gill,2013,0.0,0.0
Shubman Gill,2014,0.0,0.0
Shubman Gill,2015,0.0,0.0
Shubman Gill,2016,0.0,0.0
Shubman Gill,2017,0.0,0.0
Shubman Gill,2018,0.0,0.0
Shubman Gill,2019,1.0,1.0
Shubman Gill,2020,1.0,2.0
Shubman Gill,2021,1.0,3.0
Shubman Gill,2022,2.0,4.0
Shubman Gill,2023,4.0,7.0
Shubman Gill,2024,0.0,6.0
Siddharth Trivedi,2008,0.0,0.0
Siddharth Trivedi,2009,0.0,0.0
Siddharth Trivedi,2010,0.0,0.0
Siddharth Trivedi,2011,1.0,1.0
Siddharth Trivedi,2012,0.0,1.0
Siddharth Trivedi,2013,1.0,2.0
Siddharth Trivedi,2014,0.0,1.0
Siddharth Trivedi,2015,0.0,1.0
Siddharth Trivedi,2016,0.0,0.0
Siddharth Trivedi,2017,0.0,0.0
Siddharth Trivedi,2018,0.0,0.0
Siddharth Trivedi,2019,0.0,0.0
Siddharth Trivedi,2020,0.0,0.0
Siddharth Trivedi,2021,0.0,0.0
Siddharth Trivedi,2022,0.0,0.0
Siddharth Trivedi,2023,0.0,0.0
Siddharth Trivedi,2024,0.0,0.0
Sikandar Raza,2008,0.0,0.0
Sikandar Raza,2009,0.0,0.0
Sikandar Raza,2010,0.0,0.0
Sikandar Raza,2011,0.0,0.0
Sikandar Raza,2012,0.0,0.0
Sikandar Raza,2013,0.0,0.0
Sikandar Raza,2014,0.0,0.0
Sikandar Raza,2015,0.0,0.0
Sikandar Raza,2016,0.0,0.0
Sikandar Raza,2017,0.0,0.0
Sikandar Raza,2018,0.0,0.0
Sikandar Raza,2019,0.0,0.0
Sikandar Raza,2020,0.0,0.0
Sikandar Raza,2021,0.0,0.0
Sikandar Raza,2022,0.0,0.0
Sikandar Raza,2023,1.0,1.0
Sikandar Raza,2024,0.0,1.0
Simarjeet Singh,2008,0.0,0.0
Simarjeet Singh,2009,0.0,0.0
Simarjeet Singh,2010,0.0,0.0
Simarjeet Singh,2011,0.0,0.0
Simarjeet Singh,2012,0.0,0.0
Simarjeet Singh,2013,0.0,0.0
Simarjeet Singh,2014,0.0,0.0
Simarjeet Singh,2015,0.0,0.0
Simarjeet Singh,2016,0.0,0.0
Simarjeet Singh,2017,0.0,0.0
Simarjeet Singh,2018,0.0,0.0
Simarjeet Singh,2019,0.0,0.0
Simarjeet Singh,2020,0.0,0.0
Simarjeet Singh,2021,0.0,0.0
Simarjeet Singh,2022,0.0,0.0
Simarjeet Singh,2023,0.0,0.0
Simarjeet Singh,2024,1.0,1.0
Simon Katich,2008,1.0,1.0
Simon Katich,2009,0.0,1.0
Simon Katich,2010,0.0,1.0
Simon Katich,2011,0.0,0.0
Simon Katich,2012,0.0,0.0
Simon Katich,2013,0.0,0.0
Simon Katich,2014,0.0,0.0
Simon Katich,2015,0.0,0.0
Simon Katich,2016,0.0,0.0
Simon Katich,2017,0.0,0.0
Simon Katich,2018,0.0,0.0
Simon Katich,2019,0.0,0.0
Simon Katich,2020,0.0,0.0
Simon Katich,2021,0.0,0.0
Simon Katich,2022,0.0,0.0
Simon Katich,2023,0.0,0.0
Simon Katich,2024,0.0,0.0
Sohail Tanvir,2008,2.0,2.0
Sohail Tanvir,2009,0.0,2.0
Sohail Tanvir,2010,0.0,2.0
Sohail Tanvir,2011,0.0,0.0
Sohail Tanvir,2012,0.0,0.0
Sohail Tanvir,2013,0.0,0.0
Sohail Tanvir,2014,0.0,0.0
Sohail Tanvir,2015,0.0,0.0
Sohail Tanvir,2016,0.0,0.0
Sohail Tanvir,2017,0.0,0.0
Sohail Tanvir,2018,0.0,0.0
Sohail Tanvir,2019,0.0,0.0
Sohail Tanvir,2020,0.0,0.0
Sohail Tanvir,2021,0.0,0.0
Sohail Tanvir,2022,0.0,0.0
Sohail Tanvir,2023,0.0,0.0
Sohail Tanvir,2024,0.0,0.0
Sourav Ganguly,2008,2.0,2.0
Sourav Ganguly,2009,0.0,2.0
Sourav Ganguly,2010,2.0,4.0
Sourav Ganguly,2011,0.0,2.0
Sourav Ganguly,2012,1.0,3.0
Sourav Ganguly,2013,0.0,1.0
Sourav Ganguly,2014,0.0,1.0
Sourav Ganguly,2015,0.0,0.0
Sourav Ganguly,2016,0.0,0.0
Sourav Ganguly,2017,0.0,0.0
Sourav Ganguly,2018,0.0,0.0
Sourav Ganguly,2019,0.0,0.0
Sourav Ganguly,2020,0.0,0.0
Sourav Ganguly,2021,0.0,0.0
Sourav Ganguly,2022,0.0,0.0
Sourav Ganguly,2023,0.0,0.0
Sourav Ganguly,2024,0.0,0.0
Sreenath Aravind,2008,0.0,0.0
Sreenath Aravind,2009,0.0,0.0
Sreenath Aravind,2010,0.0,0.0
Sreenath Aravind,2011,1.0,1.0
Sreenath Aravind,2012,0.0,1.0
Sreenath Aravind,2013,0.0,1.0
Sreenath Aravind,2014,0.0,0.0
Sreenath Aravind,2015,0.0,0.0
Sreenath Aravind,2016,0.0,0.0
Sreenath Aravind,2017,0.0,0.0
Sreenath Aravind,2018,0.0,0.0
Sreenath Aravind,2019,0.0,0.0
Sreenath Aravind,2020,0.0,0.0
Sreenath Aravind,2021,0.0,0.0
Sreenath Aravind,2022,0.0,0.0
Sreenath Aravind,2023,0.0,0.0
Sreenath Aravind,2024,0.0,0.0
Sreesanth,2008,1.0,1.0
Sreesanth,2009,0.0,1.0
Sreesanth,2010,0.0,1.0
Sreesanth,2011,0.0,0.0
Sreesanth,2012,0.0,0.0
Sreesanth,2013,0.0,0.0
Sreesanth,2014,0.0,0.0
Sreesanth,2015,0.0,0.0
Sreesanth,2016,0.0,0.0
Sreesanth,2017,0.0,0.0
Sreesanth,2018,0.0,0.0
Sreesanth,2019,0.0,0.0
Sreesanth,2020,0.0,0.0
Sreesanth,2021,0.0,0.0
Sreesanth,2022,0.0,0.0
Sreesanth,2023,0.0,0.0
Sreesanth,2024,0.0,0.0
Srikar Bharat,2008,0.0,0.0
Srikar Bharat,2009,0.0,0.0
Srikar Bharat,2010,0.0,0.0
Srikar Bharat,2011,0.0,0.0
Srikar Bharat,2012,0.0,0.0
Srikar Bharat,2013,0.0,0.0
Srikar Bharat,2014,0.0,0.0
Srikar Bharat,2015,0.0,0.0
Srikar Bharat,2016,0.0,0.0
Srikar Bharat,2017,0.0,0.0
Srikar Bharat,2018,0.0,0.0
Srikar Bharat,2019,0.0,0.0
Srikar Bharat,2020,0.0,0.0
Srikar Bharat,2021,1.0,1.0
Srikar Bharat,2022,0.0,1.0
Srikar Bharat,2023,0.0,1.0
Srikar Bharat,2024,0.0,0.0
Srikkanth Anirudha,2008,0.0,0.0
Srikkanth Anirudha,2009,0.0,0.0
Srikkanth Anirudha,2010,0.0,0.0
Srikkanth Anirudha,2011,1.0,1.0
Srikkanth Anirudha,2012,0.0,1.0
Srikkanth Anirudha,2013,0.0,1.0
Srikkanth Anirudha,2014,0.0,0.0
Srikkanth Anirudha,2015,0.0,0.0
Srikkanth Anirudha,2016,0.0,0.0
Srikkanth Anirudha,2017,0.0,0.0
Srikkanth Anirudha,2018,0.0,0.0
Srikkanth Anirudha,2019,0.0,0.0
Srikkanth Anirudha,2020,0.0,0.0
Srikkanth Anirudha,2021,0.0,0.0
Srikkanth Anirudha,2022,0.0,0.0
Srikkanth Anirudha,2023,0.0,0.0
Srikkanth Anirudha,2024,0.0,0.0
Steven Smith,2008,0.0,0.0
Steven Smith,2009,0.0,0.0
Steven Smith,2010,0.0,0.0
Steven Smith,2011,0.0,0.0
Steven Smith,2012,1.0,1.0
Steven Smith,2013,1.0,2.0
Steven Smith,2014,0.0,2.0
Steven Smith,2015,1.0,2.0
Steven Smith,2016,0.0,1.0
Steven Smith,2017,1.0,2.0
Steven Smith,2018,0.0,1.0
Steven Smith,2019,1.0,2.0
Steven Smith,2020,0.0,1.0
Steven Smith,2021,0.0,1.0
Steven Smith,2022,0.0,0.0
Steven Smith,2023,0.0,0.0
Steven Smith,2024,0.0,0.0
Sunil Narine,2008,0.0,0.0
Sunil Narine,2009,0.0,0.0
Sunil Narine,2010,0.0,0.0
Sunil Narine,2011,0.0,0.0
Sunil Narine,2012,3.0,3.0
Sunil Narine,2013,1.0,4.0
Sunil Narine,2014,0.0,4.0
Sunil Narine,2015,0.0,1.0
Sunil Narine,2016,0.0,0.0
Sunil Narine,2017,2.0,2.0
Sunil Narine,2018,3.0,5.0
Sunil Narine,2019,0.0,5.0
Sunil Narine,2020,0.0,3.0
Sunil Narine,2021,3.0,3.0
Sunil Narine,2022,0.0,3.0
Sunil Narine,2023,0.0,3.0
Sunil Narine,2024,3.0,3.0
Sunny Sohal,2008,0.0,0.0
Sunny Sohal,2009,0.0,0.0
Sunny Sohal,2010,0.0,0.0
Sunny Sohal,2011,1.0,1.0
Sunny Sohal,2012,0.0,1.0
Sunny Sohal,2013,0.0,1.0
Sunny Sohal,2014,0.0,0.0
Sunny Sohal,2015,0.0,0.0
Sunny Sohal,2016,0.0,0.0
Sunny Sohal,2017,0.0,0.0
Sunny Sohal,2018,0.0,0.0
Sunny Sohal,2019,0.0,0.0
Sunny Sohal,2020,0.0,0.0
Sunny Sohal,2021,0.0,0.0
Sunny Sohal,2022,0.0,0.0
Sunny Sohal,2023,0.0,0.0
Sunny Sohal,2024,0.0,0.0
Suresh Raina,2008,1.0,1.0
Suresh Raina,2009,1.0,2.0
Suresh Raina,2010,2.0,4.0
Suresh Raina,2011,1.0,4.0
Suresh Raina,2012,1.0,4.0
Suresh Raina,2013,2.0,4.0
Suresh Raina,2014,2.0,5.0
Suresh Raina,2015,2.0,6.0
Suresh Raina,2016,1.0,5.0
Suresh Raina,2017,1.0,4.0
Suresh Raina,2018,0.0,2.0
Suresh Raina,2019,0.0,1.0
Suresh Raina,2020,0.0,0.0
Suresh Raina,2021,0.0,0.0
Suresh Raina,2022,0.0,0.0
Suresh Raina,2023,0.0,0.0
Suresh Raina,2024,0.0,0.0
Suryakumar Yadav,2008,0.0,0.0
Suryakumar Yadav,2009,0.0,0.0
Suryakumar Yadav,2010,0.0,0.0
Suryakumar Yadav,2011,0.0,0.0
Suryakumar Yadav,2012,0.0,0.0
Suryakumar Yadav,2013,0.0,0.0
Suryakumar Yadav,2014,0.0,0.0
Suryakumar Yadav,2015,0.0,0.0
Suryakumar Yadav,2016,1.0,1.0
Suryakumar Yadav,2017,0.0,1.0
Suryakumar Yadav,2018,1.0,2.0
Suryakumar Yadav,2019,1.0,2.0
Suryakumar Yadav,2020,2.0,4.0
Suryakumar Yadav,2021,0.0,3.0
Suryakumar Yadav,2022,1.0,3.0
Suryakumar Yadav,2023,2.0,3.0
Suryakumar Yadav,2024,1.0,4.0
Swapnil Asnodkar,2008,1.0,1.0
Swapnil Asnodkar,2009,0.0,1.0
Swapnil Asnodkar,2010,0.0,1.0
Swapnil Asnodkar,2011,0.0,0.0
Swapnil Asnodkar,2012,0.0,0.0
Swapnil Asnodkar,2013,0.0,0.0
Swapnil Asnodkar,2014,0.0,0.0
Swapnil Asnodkar,2015,0.0,0.0
Swapnil Asnodkar,2016,0.0,0.0
Swapnil Asnodkar,2017,0.0,0.0
Swapnil Asnodkar,2018,0.0,0.0
Swapnil Asnodkar,2019,0.0,0.0
Swapnil Asnodkar,2020,0.0,0.0
Swapnil Asnodkar,2021,0.0,0.0
Swapnil Asnodkar,2022,0.0,0.0
Swapnil Asnodkar,2023,0.0,0.0
Swapnil Asnodkar,2024,0.0,0.0
Tillakaratne Dilshan,2008,0.0,0.0
Tillakaratne Dilshan,2009,1.0,1.0
Tillakaratne Dilshan,2010,0.0,1.0
Tillakaratne Dilshan,2011,0.0,1.0
Tillakaratne Dilshan,2012,0.0,0.0
Tillakaratne Dilshan,2013,0.0,0.0
Tillakaratne Dilshan,2014,0.0,0.0
Tillakaratne Dilshan,2015,0.0,0.0
Tillakaratne Dilshan,2016,0.0,0.0
Tillakaratne Dilshan,2017,0.0,0.0
Tillakaratne Dilshan,2018,0.0,0.0
Tillakaratne Dilshan,2019,0.0,0.0
Tillakaratne Dilshan,2020,0.0,0.0
Tillakaratne Dilshan,2021,0.0,0.0
Tillakaratne Dilshan,2022,0.0,0.0
Tillakaratne Dilshan,2023,0.0,0.0
Tillakaratne Dilshan,2024,0.0,0.0
Tim David,2008,0.0,0.0
Tim David,2009,0.0,0.0
Tim David,2010,0.0,0.0
Tim David,2011,0.0,0.0
Tim David,2012,0.0,0.0
Tim David,2013,0.0,0.0
Tim David,2014,0.0,0.0
Tim David,2015,0.0,0.0
Tim David,2016,0.0,0.0
Tim David,2017,0.0,0.0
Tim David,2018,0.0,0.0
Tim David,2019,0.0,0.0
Tim David,2020,0.0,0.0
Tim David,2021,0.0,0.0
Tim David,2022,1.0,1.0
Tim David,2023,0.0,1.0
Tim David,2024,0.0,1.0
Tim Southee,2008,0.0,0.0
Tim Southee,2009,0.0,0.0
Tim Southee,2010,0.0,0.0
Tim Southee,2011,0.0,0.0
Tim Southee,2012,0.0,0.0
Tim Southee,2013,0.0,0.0
Tim Southee,2014,0.0,0.0
Tim Southee,2015,0.0,0.0
Tim Southee,2016,0.0,0.0
Tim Southee,2017,0.0,0.0
Tim Southee,2018,1.0,1.0
Tim Southee,2019,0.0,1.0
Tim Southee,2020,0.0,1.0
Tim Southee,2021,0.0,0.0
Tim Southee,2022,0.0,0.0
Tim Southee,2023,0.0,0.0
Tim Southee,2024,0.0,0.0
Tirumalasetti Suman,2008,0.0,0.0
Tirumalasetti Suman,2009,0.0,0.0
Tirumalasetti Suman,2010,1.0,1.0
Tirumalasetti Suman,2011,0.0,1.0
Tirumalasetti Suman,2012,0.0,1.0
Tirumalasetti Suman,2013,0.0,0.0
Tirumalasetti Suman,2014,0.0,0.0
Tirumalasetti Suman,2015,0.0,0.0
Tirumalasetti Suman,2016,0.0,0.0
Tirumalasetti Suman,2017,0.0,0.0
Tirumalasetti Suman,2018,0.0,0.0
Tirumalasetti Suman,2019,0.0,0.0
Tirumalasetti Suman,2020,0.0,0.0
Tirumalasetti Suman,2021,0.0,0.0
Tirumalasetti Suman,2022,0.0,0.0
Tirumalasetti Suman,2023,0.0,0.0
Tirumalasetti Suman,2024,0.0,0.0
Travis Head,2008,0.0,0.0
Travis Head,2009,0.0,0.0
Travis Head,2010,0.0,0.0
Travis Head,2011,0.0,0.0
Travis Head,2012,0.0,0.0
Travis Head,2013,0.0,0.0
Travis Head,2014,0.0,0.0
Travis Head,2015,0.0,0.0
Travis Head,2016,0.0,0.0
Travis Head,2017,0.0,0.0
Travis Head,2018,0.0,0.0
Travis Head,2019,0.0,0.0
Travis Head,2020,0.0,0.0
Travis Head,2021,0.0,0.0
Travis Head,2022,0.0,0.0
Travis Head,2023,0.0,0.0
Travis Head,2024,3.0,3.0
Trent Boult,2008,0.0,0.0
Trent Boult,2009,0.0,0.0
Trent Boult,2010,0.0,0.0
Trent Boult,2011,0.0,0.0
Trent Boult,2012,0.0,0.0
Trent Boult,2013,0.0,0.0
Trent Boult,2014,0.0,0.0
Trent Boult,2015,1.0,1.0
Trent Boult,2016,0.0,1.0
Trent Boult,2017,0.0,1.0
Trent Boult,2018,0.0,0.0
Trent Boult,2019,0.0,0.0
Trent Boult,2020,3.0,3.0
Trent Boult,2021,0.0,3.0
Trent Boult,2022,1.0,4.0
Trent Boult,2023,0.0,1.0
Trent Boult,2024,1.0,2.0
Umar Gul,2008,1.0,1.0
Umar Gul,2009,0.0,1.0
Umar Gul,2010,0.0,1.0
Umar Gul,2011,0.0,0.0
Umar Gul,2012,0.0,0.0
Umar Gul,2013,0.0,0.0
Umar Gul,2014,0.0,0.0
Umar Gul,2015,0.0,0.0
Umar Gul,2016,0.0,0.0
Umar Gul,2017,0.0,0.0
Umar Gul,2018,0.0,0.0
Umar Gul,2019,0.0,0.0
Umar Gul,2020,0.0,0.0
Umar Gul,2021,0.0,0.0
Umar Gul,2022,0.0,0.0
Umar Gul,2023,0.0,0.0
Umar Gul,2024,0.0,0.0
Umesh Yadav,2008,0.0,0.0
Umesh Yadav,2009,0.0,0.0
Umesh Yadav,2010,0.0,0.0
Umesh Yadav,2011,0.0,0.0
Umesh Yadav,2012,2.0,2.0
Umesh Yadav,2013,0.0,2.0
Umesh Yadav,2014,2.0,4.0
Umesh Yadav,2015,2.0,4.0
Umesh Yadav,2016,0.0,4.0
Umesh Yadav,2017,0.0,2.0
Umesh Yadav,2018,2.0,2.0
Umesh Yadav,2019,0.0,2.0
Umesh Yadav,2020,0.0,2.0
Umesh Yadav,2021,0.0,0.0
Umesh Yadav,2022,2.0,2.0
Umesh Yadav,2023,0.0,2.0
Umesh Yadav,2024,0.0,2.0
Umran Malik,2008,0.0,0.0
Umran Malik,2009,0.0,0.0
Umran Malik,2010,0.0,0.0
Umran Malik,2011,0.0,0.0
Umran Malik,2012,0.0,0.0
Umran Malik,2013,0.0,0.0
Umran Malik,2014,0.0,0.0
Umran Malik,2015,0.0,0.0
Umran Malik,2016,0.0,0.0
Umran Malik,2017,0.0,0.0
Umran Malik,2018,0.0,0.0
Umran Malik,2019,0.0,0.0
Umran Malik,2020,0.0,0.0
Umran Malik,2021,0.0,0.0
Umran Malik,2022,2.0,2.0
Umran Malik,2023,0.0,2.0
Umran Malik,2024,0.0,2.0
Varun Aaron,2008,0.0,0.0
Varun Aaron,2009,0.0,0.0
Varun Aaron,2010,0.0,0.0
Varun Aaron,2011,0.0,0.0
Varun Aaron,2012,0.0,0.0
Varun Aaron,2013,0.0,0.0
Varun Aaron,2014,0.0,0.0
Varun Aaron,2015,1.0,1.0
Varun Aaron,2016,0.0,1.0
Varun Aaron,2017,0.0,1.0
Varun Aaron,2018,0.0,0.0
Varun Aaron,2019,1.0,1.0
Varun Aaron,2020,0.0,1.0
Varun Aaron,2021,0.0,1.0
Varun Aaron,2022,0.0,0.0
Varun Aaron,2023,0.0,0.0
Varun Aaron,2024,0.0,0.0
Varun Chakravarthy,2008,0.0,0.0
Varun Chakravarthy,2009,0.0,0.0
Varun Chakravarthy,2010,0.0,0.0
Varun Chakravarthy,2011,0.0,0.0
Varun Chakravarthy,2012,0.0,0.0
Varun Chakravarthy,2013,0.0,0.0
Varun Chakravarthy,2014,0.0,0.0
Varun Chakravarthy,2015,0.0,0.0
Varun Chakravarthy,2016,0.0,0.0
Varun Chakravarthy,2017,0.0,0.0
Varun Chakravarthy,2018,0.0,0.0
Varun Chakravarthy,2019,0.0,0.0
Varun Chakravarthy,2020,1.0,1.0
Varun Chakravarthy,2021,1.0,2.0
Varun Chakravarthy,2022,0.0,2.0
Varun Chakravarthy,2023,2.0,3.0
Varun Chakravarthy,2024,2.0,4.0
Venkatesh Iyer,2008,0.0,0.0
Venkatesh Iyer,2009,0.0,0.0
Venkatesh Iyer,2010,0.0,0.0
Venkatesh Iyer,2011,0.0,0.0
Venkatesh Iyer,2012,0.0,0.0
Venkatesh Iyer,2013,0.0,0.0
Venkatesh Iyer,2014,0.0,0.0
Venkatesh Iyer,2015,0.0,0.0
Venkatesh Iyer,2016,0.0,0.0
Venkatesh Iyer,2017,0.0,0.0
Venkatesh Iyer,2018,0.0,0.0
Venkatesh Iyer,2019,0.0,0.0
Venkatesh Iyer,2020,0.0,0.0
Venkatesh Iyer,2021,1.0,1.0
Venkatesh Iyer,2022,0.0,1.0
Venkatesh Iyer,2023,1.0,2.0
Venkatesh Iyer,2024,1.0,2.0
Vinay Kumar,2008,1.0,1.0
Vinay Kumar,2009,0.0,1.0
Vinay Kumar,2010,1.0,2.0
Vinay Kumar,2011,0.0,1.0
Vinay Kumar,2012,0.0,1.0
Vinay Kumar,2013,1.0,1.0
Vinay Kumar,2014,0.0,1.0
Vinay Kumar,2015,0.0,1.0
Vinay Kumar,2016,0.0,0.0
Vinay Kumar,2017,0.0,0.0
Vinay Kumar,2018,0.0,0.0
Vinay Kumar,2019,0.0,0.0
Vinay Kumar,2020,0.0,0.0
Vinay Kumar,2021,0.0,0.0
Vinay Kumar,2022,0.0,0.0
Vinay Kumar,2023,0.0,0.0
Vinay Kumar,2024,0.0,0.0
Virat Kohli,2008,0.0,0.0
Virat Kohli,2009,0.0,0.0
Virat Kohli,2010,0.0,0.0
Virat Kohli,2011,2.0,2.0
Virat Kohli,2012,0.0,2.0
Virat Kohli,2013,3.0,5.0
Virat Kohli,2014,0.0,3.0
Virat Kohli,2015,1.0,4.0
Virat Kohli,2016,5.0,6.0
Virat Kohli,2017,0.0,6.0
Virat Kohli,2018,0.0,5.0
Virat Kohli,2019,1.0,1.0
Virat Kohli,2020,1.0,2.0
Virat Kohli,2021,0.0,2.0
Virat Kohli,2022,1.0,2.0
Virat Kohli,2023,2.0,3.0
Virat Kohli,2024,2.0,5.0
Virender Sehwag,2008,2.0,2.0
Virender Sehwag,2009,1.0,3.0
Virender Sehwag,2010,1.0,4.0
Virender Sehwag,2011,2.0,4.0
Virender Sehwag,2012,3.0,6.0
Virender Sehwag,2013,1.0,6.0
Virender Sehwag,2014,1.0,5.0
Virender Sehwag,2015,0.0,2.0
Virender Sehwag,2016,0.0,1.0
Virender Sehwag,2017,0.0,0.0
Virender Sehwag,2018,0.0,0.0
Virender Sehwag,2019,0.0,0.0
Virender Sehwag,2020,0.0,0.0
Virender Sehwag,2021,0.0,0.0
Virender Sehwag,2022,0.0,0.0
Virender Sehwag,2023,0.0,0.0
Virender Sehwag,2024,0.0,0.0
Wanindu Hasaranga de Silva,2008,0.0,0.0
Wanindu Hasaranga de Silva,2009,0.0,0.0
Wanindu Hasaranga de Silva,2010,0.0,0.0
Wanindu Hasaranga de Silva,2011,0.0,0.0
Wanindu Hasaranga de Silva,2012,0.0,0.0
Wanindu Hasaranga de Silva,2013,0.0,0.0
Wanindu Hasaranga de Silva,2014,0.0,0.0
Wanindu Hasaranga de Silva,2015,0.0,0.0
Wanindu Hasaranga de Silva,2016,0.0,0.0
Wanindu Hasaranga de Silva,2017,0.0,0.0
Wanindu Hasaranga de Silva,2018,0.0,0.0
Wanindu Hasaranga de Silva,2019,0.0,0.0
Wanindu Hasaranga de Silva,2020,0.0,0.0
Wanindu Hasaranga de Silva,2021,0.0,0.0
Wanindu Hasaranga de Silva,2022,2.0,2.0
Wanindu Hasaranga de Silva,2023,0.0,2.0
Wanindu Hasaranga de Silva,2024,0.0,2.0
Washington Sundar,2008,0.0,0.0
Washington Sundar,2009,0.0,0.0
Washington Sundar,2010,0.0,0.0
Washington Sundar,2011,0.0,0.0
Washington Sundar,2012,0.0,0.0
Washington Sundar,2013,0.0,0.0
Washington Sundar,2014,0.0,0.0
Washington Sundar,2015,0.0,0.0
Washington Sundar,2016,0.0,0.0
Washington Sundar,2017,1.0,1.0
Washington Sundar,2018,0.0,1.0
Washington Sundar,2019,0.0,1.0
Washington Sundar,2020,0.0,0.0
Washington Sundar,2021,0.0,0.0
Washington Sundar,2022,0.0,0.0
Washington Sundar,2023,0.0,0.0
Washington Sundar,2024,0.0,0.0
Wayne Parnell,2008,0.0,0.0
Wayne Parnell,2009,0.0,0.0
Wayne Parnell,2010,0.0,0.0
Wayne Parnell,2011,0.0,0.0
Wayne Parnell,2012,0.0,0.0
Wayne Parnell,2013,0.0,0.0
Wayne Parnell,2014,0.0,0.0
Wayne Parnell,2015,0.0,0.0
Wayne Parnell,2016,0.0,0.0
Wayne Parnell,2017,0.0,0.0
Wayne Parnell,2018,0.0,0.0
Wayne Parnell,2019,0.0,0.0
Wayne Parnell,2020,0.0,0.0
Wayne Parnell,2021,0.0,0.0
Wayne Parnell,2022,0.0,0.0
Wayne Parnell,2023,1.0,1.0
Wayne Parnell,2024,0.0,1.0
Will Jacks,2008,0.0,0.0
Will Jacks,2009,0.0,0.0
Will Jacks,2010,0.0,0.0
Will Jacks,2011,0.0,0.0
Will Jacks,2012,0.0,0.0
Will Jacks,2013,0.0,0.0
Will Jacks,2014,0.0,0.0
Will Jacks,2015,0.0,0.0
Will Jacks,2016,0.0,0.0
Will Jacks,2017,0.0,0.0
Will Jacks,2018,0.0,0.0
Will Jacks,2019,0.0,0.0
Will Jacks,2020,0.0,0.0
Will Jacks,2021,0.0,0.0
Will Jacks,2022,0.0,0.0
Will Jacks,2023,0.0,0.0
Will Jacks,2024,1.0,1.0
Wriddhiman Saha,2008,0.0,0.0
Wriddhiman Saha,2009,0.0,0.0
Wriddhiman Saha,2010,0.0,0.0
Wriddhiman Saha,2011,1.0,1.0
Wriddhiman Saha,2012,0.0,1.0
Wriddhiman Saha,2013,0.0,1.0
Wriddhiman Saha,2014,1.0,1.0
Wriddhiman Saha,2015,0.0,1.0
Wriddhiman Saha,2016,0.0,1.0
Wriddhiman Saha,2017,1.0,1.0
Wriddhiman Saha,2018,0.0,1.0
Wriddhiman Saha,2019,0.0,1.0
Wriddhiman Saha,2020,1.0,1.0
Wriddhiman Saha,2021,0.0,1.0
Wriddhiman Saha,2022,1.0,2.0
Wriddhiman Saha,2023,0.0,1.0
Wriddhiman Saha,2024,0.0,1.0
Yash Thakur,2008,0.0,0.0
Yash Thakur,2009,0.0,0.0
Yash Thakur,2010,0.0,0.0
Yash Thakur,2011,0.0,0.0
Yash Thakur,2012,0.0,0.0
Yash Thakur,2013,0.0,0.0
Yash Thakur,2014,0.0,0.0
Yash Thakur,2015,0.0,0.0
Yash Thakur,2016,0.0,0.0
Yash Thakur,2017,0.0,0.0
Yash Thakur,2018,0.0,0.0
Yash Thakur,2019,0.0,0.0
Yash Thakur,2020,0.0,0.0
Yash Thakur,2021,0.0,0.0
Yash Thakur,2022,0.0,0.0
